Against,Beneficiary,Game_ID,Date,Ref_Crew,Total_Count,Total_Yards,Off_Count,Off_Yards,Def_Count,Def_Yards,ST_Count,ST_Yards,Pre-Snap,Off_Pre-Snap,Def_Pre-Snap,ST_Pre-Snap,Declined,Offsetting,Week,Year
Pittsburgh,New England,#N/A,1/22/2017,Terry McAulay,3,19,1,0,2,19,0,0,1,0,1,0,0,0,20,2016
New England,Pittsburgh,#N/A,1/22/2017,Terry McAulay,2,10,1,5,1,5,0,0,1,1,0,0,0,0,20,2016
Atlanta,New England,#N/A,2/5/2017,Carl Cheffers,9,65,2,20,5,33,2,12,2,0,1,1,0,0,21,2016
New England,Atlanta,#N/A,2/5/2017,Carl Cheffers,4,23,1,10,2,8,1,5,1,0,1,0,3,0,21,2016
Kansas City,New England,2048,9/7/2017,Bill Vinovich,15,139,5,34,6,56,4,49,4,2,2,0,3,1,1,2017
New England,Kansas City,2048,9/7/2017,Bill Vinovich,6,55,1,5,2,25,3,25,1,0,1,0,0,1,1,2017
Buffalo,N.Y. Jets,2049,9/10/2017,John Hussey,6,50,4,35,1,5,1,10,1,1,0,0,1,0,1,2017
N.Y. Jets,Buffalo,2049,9/10/2017,John Hussey,5,62,2,20,3,42,0,0,0,0,0,0,2,0,1,2017
Atlanta,Chicago,2050,9/10/2017,Jeff Triplette,8,73,2,20,3,25,3,28,0,0,0,0,0,0,1,2017
Chicago,Atlanta,2050,9/10/2017,Jeff Triplette,4,40,2,20,2,20,0,0,0,0,0,0,0,0,1,2017
Cincinnati,Baltimore,2051,9/10/2017,Walt Coleman,9,66,4,29,5,37,0,0,2,1,1,0,1,0,1,2017
Baltimore,Cincinnati,2051,9/10/2017,Walt Coleman,11,85,7,50,3,25,1,10,4,4,0,0,1,0,1,2017
Cleveland,Pittsburgh,2052,9/10/2017,Craig Wrolstad,4,61,2,15,2,46,0,0,1,1,0,0,0,0,1,2017
Pittsburgh,Cleveland,2052,9/10/2017,Craig Wrolstad,13,144,6,49,6,86,1,9,1,1,0,0,0,0,1,2017
Arizona,Detroit,2053,9/10/2017,Walt Anderson,7,55,5,50,1,5,1,0,1,1,0,0,4,1,1,2017
Detroit,Arizona,2053,9/10/2017,Walt Anderson,10,100,4,34,4,46,2,20,1,1,0,0,2,1,1,2017
Jacksonville,Houston,2054,9/10/2017,Tony Corrente,10,89,2,15,8,74,0,0,2,1,1,0,0,0,1,2017
Houston,Jacksonville,2054,9/10/2017,Tony Corrente,9,94,3,30,5,54,1,10,1,0,1,0,0,0,1,2017
Oakland,Tennessee,2055,9/10/2017,Jerome Boger,5,49,2,20,2,20,1,9,1,0,1,0,0,0,1,2017
Tennessee,Oakland,2055,9/10/2017,Jerome Boger,5,49,1,5,1,24,3,20,1,1,0,0,0,0,1,2017
Philadelphia,Washington,2056,9/10/2017,Brad Allen,8,76,5,51,2,10,1,15,3,2,1,0,0,0,1,2017
Washington,Philadelphia,2056,9/10/2017,Brad Allen,2,15,1,10,1,5,0,0,1,0,1,0,2,0,1,2017
LA Rams,Indianapolis,2057,9/10/2017,Ron Torbert,7,50,5,35,1,5,1,10,3,3,0,0,3,0,1,2017
Indianapolis,LA Rams,2057,9/10/2017,Ron Torbert,4,20,1,5,2,9,1,6,2,1,1,0,2,0,1,2017
Seattle,Green Bay,2058,9/10/2017,John Parry,8,50,1,5,6,35,1,10,4,1,3,0,3,1,1,2017
Green Bay,Seattle,2058,9/10/2017,John Parry,8,70,5,55,1,5,2,10,3,1,1,1,3,1,1,2017
San Francisco,Carolina,2059,9/10/2017,Clete Blakeman,10,74,6,35,4,39,0,0,6,5,1,0,1,0,1,2017
Carolina,San Francisco,2059,9/10/2017,Clete Blakeman,5,40,2,15,1,5,2,20,1,1,0,0,1,0,1,2017
N.Y. Giants,Dallas,2060,9/10/2017,Carl Cheffers,6,55,4,24,1,21,1,10,2,2,0,0,1,0,1,2017
Dallas,N.Y. Giants,2060,9/10/2017,Carl Cheffers,5,50,3,25,1,15,1,10,1,1,0,0,0,0,1,2017
New Orleans,Minnesota,2061,9/11/2017,Gene Steratore,6,52,2,15,4,37,0,0,1,1,0,0,2,0,1,2017
Minnesota,New Orleans,2061,9/11/2017,Gene Steratore,5,50,2,15,3,35,0,0,2,1,1,0,2,0,1,2017
LA Chargers,Denver,2062,9/11/2017,Terry McAulay,4,40,2,20,1,15,1,5,1,1,0,0,1,0,1,2017
Denver,LA Chargers,2062,9/11/2017,Terry McAulay,3,62,1,5,2,57,0,0,1,1,0,0,1,0,1,2017
Cincinnati,Houston,2063,9/14/2017,Clete Blakeman,7,45,4,20,2,20,1,5,3,2,0,1,1,0,2,2017
Houston,Cincinnati,2063,9/14/2017,Clete Blakeman,9,61,5,38,2,10,2,13,4,2,2,0,1,0,2,2017
Cleveland,Baltimore,2064,9/17/2017,Gene Steratore,11,65,6,40,2,9,3,16,7,4,1,2,2,0,2,2017
Baltimore,Cleveland,2064,9/17/2017,Gene Steratore,7,45,1,10,5,25,1,10,3,0,3,0,0,0,2,2017
Buffalo,Carolina,2065,9/17/2017,Walt Coleman,5,44,3,29,1,5,1,10,0,0,0,0,0,0,2,2017
Carolina,Buffalo,2065,9/17/2017,Walt Coleman,6,40,5,35,1,5,0,0,4,3,1,0,1,0,2,2017
Arizona,Indianapolis,2066,9/17/2017,Carl Cheffers,6,41,2,15,1,5,3,21,3,1,1,1,1,1,2,2017
Indianapolis,Arizona,2066,9/17/2017,Carl Cheffers,8,70,4,25,2,20,2,25,4,3,1,0,2,1,2,2017
Jacksonville,Tennessee,2067,9/17/2017,Ed Hochuli,10,99,5,55,3,25,2,19,2,0,2,0,1,0,2,2017
Tennessee,Jacksonville,2067,9/17/2017,Ed Hochuli,7,70,5,45,1,15,1,10,1,1,0,0,0,0,2,2017
Kansas City,Philadelphia,2068,9/17/2017,Terry McAulay,5,40,2,20,2,10,1,10,1,1,0,0,1,1,2,2017
Philadelphia,Kansas City,2068,9/17/2017,Terry McAulay,4,30,2,15,1,5,1,10,2,1,1,0,1,1,2,2017
New England,New Orleans,2069,9/17/2017,Craig Wrolstad,9,66,5,36,1,5,3,25,6,3,1,2,0,0,2,2017
New Orleans,New England,2069,9/17/2017,Craig Wrolstad,5,35,3,25,2,10,0,0,2,1,1,0,1,0,2,2017
Pittsburgh,Minnesota,2070,9/17/2017,Pete Morelli,10,72,5,30,2,22,3,20,7,4,1,2,1,0,2,2017
Minnesota,Pittsburgh,2070,9/17/2017,Pete Morelli,11,131,6,45,4,81,1,5,4,2,1,1,3,0,2,2017
Chicago,Tampa Bay,2071,9/17/2017,Ron Torbert,8,59,2,20,4,17,2,22,1,0,1,0,1,0,2,2017
Tampa Bay,Chicago,2071,9/17/2017,Ron Torbert,4,34,1,10,2,19,1,5,2,0,1,1,0,0,2,2017
Miami,LA Chargers,2072,9/17/2017,Tony Corrente,5,23,2,15,3,8,0,0,2,1,1,0,1,0,2,2017
LA Chargers,Miami,2072,9/17/2017,Tony Corrente,6,56,3,20,2,30,1,6,2,2,0,0,2,0,2,2017
Oakland,N.Y. Jets,2073,9/17/2017,Jeff Triplette,9,79,3,19,3,35,3,25,2,1,1,0,0,0,2,2017
N.Y. Jets,Oakland,2073,9/17/2017,Jeff Triplette,5,47,2,10,3,37,0,0,3,2,1,0,0,0,2,2017
Dallas,Denver,2074,9/17/2017,Brad Allen,8,69,5,30,2,24,1,15,4,4,0,0,0,0,2,2017
Denver,Dallas,2074,9/17/2017,Brad Allen,8,61,3,25,4,30,1,6,3,1,2,0,4,0,2,2017
LA Rams,Washington,2075,9/17/2017,Jerome Boger,7,75,3,30,2,30,2,15,2,1,1,0,4,1,2,2017
Washington,LA Rams,2075,9/17/2017,Jerome Boger,4,25,1,10,2,5,1,10,1,0,1,0,1,1,2,2017
San Francisco,Seattle,2076,9/17/2017,Bill Vinovich,6,66,2,21,4,45,0,0,2,0,2,0,2,0,2,2017
Seattle,San Francisco,2076,9/17/2017,Bill Vinovich,9,71,3,25,4,30,2,16,3,1,2,0,0,0,2,2017
Atlanta,Green Bay,2077,9/17/2017,Walt Anderson,6,34,2,10,3,14,1,10,3,2,1,0,1,0,2,2017
Green Bay,Atlanta,2077,9/17/2017,Walt Anderson,10,70,8,50,0,0,2,20,5,5,0,0,2,0,2,2017
N.Y. Giants,Detroit,2078,9/18/2017,John Parry,7,50,3,30,2,10,2,10,5,1,2,2,0,0,2,2017
Detroit,N.Y. Giants,2078,9/18/2017,John Parry,6,50,5,45,1,5,0,0,2,1,1,0,1,0,2,2017
San Francisco,LA Rams,2079,9/21/2017,Jeff Triplette,10,55,4,30,6,25,0,0,3,2,1,0,1,1,3,2017
LA Rams,San Francisco,2079,9/21/2017,Jeff Triplette,7,52,2,10,4,37,1,5,5,2,2,1,0,1,3,2017
Jacksonville,Baltimore,2080,9/24/2017,Pete Morelli,9,70,5,40,4,30,0,0,5,2,3,0,1,0,3,2017
Baltimore,Jacksonville,2080,9/24/2017,Pete Morelli,10,88,3,25,4,44,3,19,3,1,2,0,1,0,3,2017
Denver,Buffalo,2081,9/24/2017,Carl Cheffers,10,79,6,40,1,15,3,24,5,4,0,1,0,0,3,2017
Buffalo,Denver,2081,9/24/2017,Carl Cheffers,8,69,4,35,4,34,0,0,1,1,0,0,1,0,3,2017
Carolina,New Orleans,2082,9/24/2017,Bill Vinovich,1,5,1,5,0,0,0,0,1,1,0,0,1,0,3,2017
New Orleans,Carolina,2082,9/24/2017,Bill Vinovich,1,10,1,10,0,0,0,0,0,0,0,0,0,0,3,2017
Chicago,Pittsburgh,2083,9/24/2017,Clete Blakeman,10,73,6,39,2,10,2,24,4,4,0,0,2,0,3,2017
Pittsburgh,Chicago,2083,9/24/2017,Clete Blakeman,6,40,4,25,1,15,1,0,3,3,0,0,1,0,3,2017
Detroit,Atlanta,2084,9/24/2017,Walt Coleman,9,98,4,45,3,33,2,20,2,0,1,1,1,1,3,2017
Atlanta,Detroit,2084,9/24/2017,Walt Coleman,8,68,5,30,3,38,0,0,4,4,0,0,1,1,3,2017
Indianapolis,Cleveland,2085,9/24/2017,Ed Hochuli,11,99,4,25,5,49,2,25,3,3,0,0,1,0,3,2017
Cleveland,Indianapolis,2085,9/24/2017,Ed Hochuli,10,113,5,39,3,54,2,20,3,1,1,1,0,0,3,2017
Minnesota,Tampa Bay,2086,9/24/2017,John Hussey,5,53,3,30,2,23,0,0,0,0,0,0,2,1,3,2017
Tampa Bay,Minnesota,2086,9/24/2017,John Hussey,7,37,2,10,3,12,2,15,3,2,1,0,2,1,3,2017
Houston,New England,2087,9/24/2017,John Parry,10,60,5,35,5,25,0,0,5,3,2,0,1,0,3,2017
New England,Houston,2087,9/24/2017,John Parry,5,69,1,10,3,54,1,5,0,0,0,0,1,0,3,2017
Miami,N.Y. Jets,2088,9/24/2017,Terry McAulay,8,51,3,20,4,26,1,5,5,2,2,1,0,0,3,2017
N.Y. Jets,Miami,2088,9/24/2017,Terry McAulay,10,94,5,45,4,39,1,10,2,1,1,0,3,0,3,2017
Philadelphia,N.Y. Giants,2089,9/24/2017,Jerome Boger,9,103,4,40,4,53,1,10,4,2,2,0,2,0,3,2017
N.Y. Giants,Philadelphia,2089,9/24/2017,Jerome Boger,10,137,6,50,3,82,1,5,4,3,1,0,1,0,3,2017
Seattle,Tennessee,2090,9/24/2017,Ron Torbert,11,98,2,22,6,51,3,25,5,1,3,1,5,2,3,2017
Tennessee,Seattle,2090,9/24/2017,Ron Torbert,5,45,3,25,0,0,2,20,1,1,0,0,2,2,3,2017
Green Bay,Cincinnati,2091,9/24/2017,Gene Steratore,4,33,1,5,2,18,1,10,1,1,0,0,0,0,3,2017
Cincinnati,Green Bay,2091,9/24/2017,Gene Steratore,7,68,1,12,5,50,1,6,2,0,2,0,2,0,3,2017
LA Chargers,Kansas City,2092,9/24/2017,Walt Anderson,8,61,4,25,0,0,4,36,4,3,0,1,2,0,3,2017
Kansas City,LA Chargers,2092,9/24/2017,Walt Anderson,13,122,5,40,6,67,2,15,2,2,0,0,2,0,3,2017
Washington,Oakland,2093,9/24/2017,Tony Corrente,10,77,7,55,2,13,1,9,4,3,1,0,3,0,3,2017
Oakland,Washington,2093,9/24/2017,Tony Corrente,4,35,4,35,0,0,0,0,1,1,0,0,0,0,3,2017
Dallas,Arizona,2094,9/25/2017,Craig Wrolstad,9,76,1,5,7,66,1,5,6,1,4,1,2,0,3,2017
Arizona,Dallas,2094,9/25/2017,Craig Wrolstad,6,50,2,20,4,30,0,0,2,0,2,0,0,0,3,2017
Green Bay,Chicago,2095,9/28/2017,John Hussey,7,55,2,15,3,25,2,15,3,1,1,1,2,0,4,2017
Chicago,Green Bay,2095,9/28/2017,John Hussey,8,62,5,42,3,20,0,0,2,2,0,0,1,0,4,2017
Miami,New Orleans,2096,10/1/2017,Ed Hochuli,11,90,7,55,3,25,1,10,4,3,1,0,2,2,4,2017
New Orleans,Miami,2096,10/1/2017,Ed Hochuli,8,71,4,35,1,5,3,31,2,2,0,0,2,1,4,2017
Buffalo,Atlanta,2097,10/1/2017,Terry McAulay,9,55,5,34,4,21,0,0,4,2,2,0,0,0,4,2017
Atlanta,Buffalo,2097,10/1/2017,Terry McAulay,4,45,2,25,0,0,2,20,0,0,0,0,2,0,4,2017
Pittsburgh,Baltimore,2098,10/1/2017,Walt Anderson,8,60,7,60,0,0,1,0,3,3,0,0,1,0,4,2017
Baltimore,Pittsburgh,2098,10/1/2017,Walt Anderson,6,55,1,10,2,20,3,25,2,0,1,1,3,0,4,2017
Cleveland,Cincinnati,2099,10/1/2017,Ron Torbert,4,28,1,5,2,13,1,10,1,1,0,0,1,0,4,2017
Cincinnati,Cleveland,2099,10/1/2017,Ron Torbert,8,66,1,10,5,31,2,25,1,0,1,0,1,0,4,2017
LA Rams,Dallas,2100,10/1/2017,Clete Blakeman,7,41,2,10,3,13,2,18,3,2,1,0,1,1,4,2017
Dallas,LA Rams,2100,10/1/2017,Clete Blakeman,4,45,1,10,3,35,0,0,2,0,2,0,1,1,4,2017
Tennessee,Houston,2101,10/1/2017,Jeff Triplette,6,88,1,5,5,83,0,0,2,1,1,0,1,1,4,2017
Houston,Tennessee,2101,10/1/2017,Jeff Triplette,3,20,3,20,0,0,0,0,2,2,0,0,2,1,4,2017
Detroit,Minnesota,2102,10/1/2017,Bill Vinovich,6,60,2,15,3,39,1,6,2,1,1,0,0,0,4,2017
Minnesota,Detroit,2102,10/1/2017,Bill Vinovich,2,10,1,5,1,5,0,0,2,1,1,0,1,0,4,2017
New England,Carolina,2103,10/1/2017,Jerome Boger,7,55,2,20,4,20,1,15,1,0,1,0,0,0,4,2017
Carolina,New England,2103,10/1/2017,Jerome Boger,1,33,0,0,1,33,0,0,0,0,0,0,1,0,4,2017
N.Y. Jets,Jacksonville,2104,10/1/2017,Gene Steratore,10,70,6,40,4,30,0,0,5,4,1,0,0,0,4,2017
Jacksonville,N.Y. Jets,2104,10/1/2017,Gene Steratore,6,47,2,20,2,10,2,17,2,0,2,0,1,0,4,2017
Arizona,San Francisco,2105,10/1/2017,Tony Corrente,10,80,4,40,3,16,3,24,2,0,2,0,0,1,4,2017
San Francisco,Arizona,2105,10/1/2017,Tony Corrente,13,113,5,32,4,51,4,30,3,2,1,0,1,1,4,2017
Philadelphia,LA Chargers,2106,10/1/2017,Carl Cheffers,9,58,2,15,6,35,1,8,4,1,3,0,1,0,4,2017
LA Chargers,Philadelphia,2106,10/1/2017,Carl Cheffers,9,39,4,20,5,19,0,0,7,4,3,0,1,0,4,2017
Tampa Bay,N.Y. Giants,2107,10/1/2017,Craig Wrolstad,4,19,0,0,4,19,0,0,3,0,3,0,1,1,4,2017
N.Y. Giants,Tampa Bay,2107,10/1/2017,Craig Wrolstad,1,0,1,0,0,0,0,0,0,0,0,0,2,1,4,2017
Oakland,Denver,2108,10/1/2017,John Parry,7,75,5,30,1,30,1,15,3,3,0,0,2,0,4,2017
Denver,Oakland,2108,10/1/2017,John Parry,6,40,5,30,0,0,1,10,4,4,0,0,3,0,4,2017
Indianapolis,Seattle,2109,10/1/2017,Brad Allen,5,31,2,10,2,20,1,1,3,2,0,1,0,2,4,2017
Seattle,Indianapolis,2109,10/1/2017,Brad Allen,6,45,2,20,2,10,2,15,0,0,0,0,0,2,4,2017
Kansas City,Washington,2110,10/2/2017,Walt Coleman,3,15,1,5,2,10,0,0,2,1,1,0,0,0,4,2017
Washington,Kansas City,2110,10/2/2017,Walt Coleman,7,44,0,0,7,44,0,0,3,0,3,0,2,0,4,2017
Tampa Bay,New England,2111,10/5/2017,Carl Cheffers,9,70,4,35,3,15,2,20,1,1,0,0,0,0,5,2017
New England,Tampa Bay,2111,10/5/2017,Carl Cheffers,12,108,5,46,3,35,4,27,3,1,0,2,1,0,5,2017
Cincinnati,Buffalo,2112,10/8/2017,Pete Morelli,6,71,2,15,2,34,2,22,1,1,0,0,0,0,5,2017
Buffalo,Cincinnati,2112,10/8/2017,Pete Morelli,6,71,2,20,4,51,0,0,0,0,0,0,1,0,5,2017
N.Y. Jets,Cleveland,2113,10/8/2017,Walt Anderson,9,80,3,20,4,30,2,30,3,2,1,0,2,0,5,2017
Cleveland,N.Y. Jets,2113,10/8/2017,Walt Anderson,6,60,5,45,1,15,0,0,1,1,0,0,0,0,5,2017
Carolina,Detroit,2114,10/8/2017,Craig Wrolstad,11,100,5,42,5,53,1,5,3,2,1,0,2,1,5,2017
Detroit,Carolina,2114,10/8/2017,Craig Wrolstad,1,10,1,10,0,0,0,0,0,0,0,0,2,1,5,2017
Indianapolis,San Francisco,2115,10/8/2017,Walt Coleman,7,62,6,40,1,22,0,0,4,4,0,0,1,0,5,2017
San Francisco,Indianapolis,2115,10/8/2017,Walt Coleman,10,77,5,40,4,27,1,10,4,2,2,0,0,0,5,2017
Miami,Tennessee,2116,10/8/2017,Bill Vinovich,5,23,1,5,2,6,2,12,2,1,0,1,0,0,5,2017
Tennessee,Miami,2116,10/8/2017,Bill Vinovich,11,77,8,45,0,0,3,32,7,7,0,0,3,0,5,2017
LA Chargers,N.Y. Giants,2117,10/8/2017,Jeff Triplette,11,87,7,64,2,10,2,13,5,3,1,1,4,0,5,2017
N.Y. Giants,LA Chargers,2117,10/8/2017,Jeff Triplette,10,67,5,35,4,27,1,5,6,3,2,1,2,0,5,2017
Arizona,Philadelphia,2118,10/8/2017,John Hussey,7,61,2,15,3,26,2,20,3,1,2,0,1,0,5,2017
Philadelphia,Arizona,2118,10/8/2017,John Hussey,5,60,3,30,2,30,0,0,0,0,0,0,1,0,5,2017
Pittsburgh,Jacksonville,2119,10/8/2017,John Parry,5,37,3,22,1,5,1,10,2,1,1,0,2,0,5,2017
Jacksonville,Pittsburgh,2119,10/8/2017,John Parry,4,19,1,4,3,15,0,0,4,1,3,0,0,0,5,2017
LA Rams,Seattle,2120,10/8/2017,Gene Steratore,5,45,2,15,2,20,1,10,1,1,0,0,2,0,5,2017
Seattle,LA Rams,2120,10/8/2017,Gene Steratore,7,40,3,20,4,20,0,0,4,2,2,0,0,0,5,2017
Oakland,Baltimore,2121,10/8/2017,Brad Allen,3,24,2,20,1,4,0,0,1,0,1,0,0,0,5,2017
Baltimore,Oakland,2121,10/8/2017,Brad Allen,1,5,1,5,0,0,0,0,1,1,0,0,0,0,5,2017
Green Bay,Dallas,2122,10/8/2017,Terry McAulay,6,38,1,5,3,23,2,10,4,1,1,2,2,0,5,2017
Dallas,Green Bay,2122,10/8/2017,Terry McAulay,7,70,1,10,3,35,3,25,1,0,0,1,1,0,5,2017
Houston,Kansas City,2123,10/8/2017,Ron Torbert,7,59,3,30,3,24,1,5,0,0,0,0,3,0,5,2017
Kansas City,Houston,2123,10/8/2017,Ron Torbert,6,64,3,19,1,31,2,14,0,0,0,0,1,0,5,2017
Chicago,Minnesota,2124,10/9/2017,Jerome Boger,8,55,6,45,2,10,0,0,4,3,1,0,0,1,5,2017
Minnesota,Chicago,2124,10/9/2017,Jerome Boger,9,69,3,30,4,19,2,20,1,0,1,0,1,1,5,2017
Philadelphia,Carolina,2125,10/12/2017,Pete Morelli,10,126,4,39,4,77,2,10,1,1,0,0,0,0,6,2017
Carolina,Philadelphia,2125,10/12/2017,Pete Morelli,1,1,0,0,0,0,1,1,1,0,0,1,3,0,6,2017
Miami,Atlanta,2126,10/15/2017,John Hussey,4,42,2,20,2,22,0,0,1,1,0,0,0,1,6,2017
Atlanta,Miami,2126,10/15/2017,John Hussey,6,73,2,15,4,58,0,0,2,1,1,0,1,1,6,2017
Chicago,Baltimore,2127,10/15/2017,Ed Hochuli,5,44,3,30,2,14,0,0,1,0,1,0,0,1,6,2017
Baltimore,Chicago,2127,10/15/2017,Ed Hochuli,8,69,4,29,3,35,1,5,1,1,0,0,0,1,6,2017
Cleveland,Houston,2128,10/15/2017,Brad Allen,11,72,5,41,4,20,2,11,2,1,1,0,3,0,6,2017
Houston,Cleveland,2128,10/15/2017,Brad Allen,4,44,1,2,3,42,0,0,1,1,0,0,1,0,6,2017
Green Bay,Minnesota,2129,10/15/2017,Ron Torbert,8,92,0,0,6,77,2,15,3,0,2,1,0,1,6,2017
Minnesota,Green Bay,2129,10/15/2017,Ron Torbert,7,65,5,45,2,20,0,0,3,2,1,0,0,1,6,2017
New Orleans,Detroit,2130,10/15/2017,Jeff Triplette,13,118,4,26,4,64,5,28,6,2,1,3,1,1,6,2017
Detroit,New Orleans,2130,10/15/2017,Jeff Triplette,7,46,2,15,1,5,4,26,2,0,1,1,1,1,6,2017
N.Y. Jets,New England,2131,10/15/2017,Tony Corrente,6,69,1,10,4,49,1,10,0,0,0,0,1,0,6,2017
New England,N.Y. Jets,2131,10/15/2017,Tony Corrente,6,45,3,30,2,10,1,5,1,0,0,1,1,0,6,2017
Washington,San Francisco,2132,10/15/2017,John Parry,5,43,3,25,2,18,0,0,2,2,0,0,1,0,6,2017
San Francisco,Washington,2132,10/15/2017,John Parry,7,40,4,25,3,15,0,0,4,3,1,0,0,0,6,2017
Tampa Bay,Arizona,2133,10/15/2017,Gene Steratore,9,49,4,25,4,24,1,0,5,3,2,0,2,0,6,2017
Arizona,Tampa Bay,2133,10/15/2017,Gene Steratore,7,61,4,45,2,11,1,5,1,0,1,0,1,0,6,2017
Jacksonville,LA Rams,2134,10/15/2017,Walt Coleman,5,40,3,30,1,5,1,5,3,1,1,1,0,0,6,2017
LA Rams,Jacksonville,2134,10/15/2017,Walt Coleman,7,70,2,15,2,30,3,25,2,0,0,2,1,0,6,2017
Kansas City,Pittsburgh,2135,10/15/2017,Carl Cheffers,7,48,4,28,1,5,2,15,3,2,0,1,0,1,6,2017
Pittsburgh,Kansas City,2135,10/15/2017,Carl Cheffers,6,57,3,35,1,12,2,10,2,0,0,2,0,1,6,2017
Oakland,LA Chargers,2136,10/15/2017,Clete Blakeman,5,40,4,30,0,0,1,10,2,2,0,0,1,0,6,2017
LA Chargers,Oakland,2136,10/15/2017,Clete Blakeman,4,32,0,0,3,27,1,5,1,0,1,0,0,0,6,2017
Denver,N.Y. Giants,2137,10/15/2017,Bill Vinovich,5,46,4,41,0,0,1,5,1,1,0,0,1,1,6,2017
N.Y. Giants,Denver,2137,10/15/2017,Bill Vinovich,5,77,2,10,2,52,1,15,2,2,0,0,0,1,6,2017
Indianapolis,Tennessee,2138,10/16/2017,Walt Anderson,5,51,1,11,4,40,0,0,1,0,1,0,0,0,6,2017
Tennessee,Indianapolis,2138,10/16/2017,Walt Anderson,4,45,1,10,2,23,1,12,0,0,0,0,2,0,6,2017
Oakland,Kansas City,2139,10/19/2017,Craig Wrolstad,10,97,6,64,2,20,2,13,3,1,1,1,1,0,7,2017
Kansas City,Oakland,2139,10/19/2017,Craig Wrolstad,8,108,1,10,6,89,1,9,0,0,0,0,0,0,7,2017
Tampa Bay,Buffalo,2140,10/22/2017,Clete Blakeman,5,55,3,30,1,15,1,10,1,1,0,0,1,0,7,2017
Buffalo,Tampa Bay,2140,10/22/2017,Clete Blakeman,4,35,2,15,2,20,0,0,2,1,1,0,0,0,7,2017
Carolina,Chicago,2141,10/22/2017,Walt Anderson,4,35,3,25,0,0,1,10,1,1,0,0,0,0,7,2017
Chicago,Carolina,2141,10/22/2017,Walt Anderson,5,40,3,15,1,15,1,10,3,3,0,0,1,0,7,2017
Cleveland,Tennessee,2142,10/22/2017,Terry McAulay,12,81,4,35,4,20,4,26,5,1,4,0,1,0,7,2017
Tennessee,Cleveland,2142,10/22/2017,Terry McAulay,5,35,1,10,4,25,0,0,1,0,1,0,1,0,7,2017
New Orleans,Green Bay,2143,10/22/2017,Jerome Boger,7,80,2,15,5,65,0,0,2,1,1,0,2,1,7,2017
Green Bay,New Orleans,2143,10/22/2017,Jerome Boger,8,54,2,15,2,19,4,20,4,1,1,2,1,1,7,2017
Indianapolis,Jacksonville,2144,10/22/2017,Jeff Triplette,5,55,2,20,3,35,0,0,1,1,0,0,1,0,7,2017
Jacksonville,Indianapolis,2144,10/22/2017,Jeff Triplette,4,34,3,24,0,0,1,10,1,1,0,0,1,0,7,2017
Arizona,LA Rams,2145,10/22/2017,Brad Allen,10,65,3,20,7,45,0,0,7,2,5,0,2,0,7,2017
LA Rams,Arizona,2145,10/22/2017,Brad Allen,6,45,3,20,1,5,2,20,2,2,0,0,2,0,7,2017
Miami,N.Y. Jets,2146,10/22/2017,Walt Coleman,9,76,5,45,3,26,1,5,2,1,0,1,2,0,7,2017
N.Y. Jets,Miami,2146,10/22/2017,Walt Coleman,12,124,6,53,6,71,0,0,2,2,0,0,2,0,7,2017
Minnesota,Baltimore,2147,10/22/2017,Carl Cheffers,4,47,2,15,2,32,0,0,1,1,0,0,1,0,7,2017
Baltimore,Minnesota,2147,10/22/2017,Carl Cheffers,3,15,2,10,1,5,0,0,2,2,0,0,0,0,7,2017
Pittsburgh,Cincinnati,2148,10/22/2017,Bill Vinovich,1,5,0,0,1,5,0,0,0,0,0,0,0,0,7,2017
Cincinnati,Pittsburgh,2148,10/22/2017,Bill Vinovich,5,54,0,0,5,54,0,0,4,0,4,0,0,0,7,2017
San Francisco,Dallas,2149,10/22/2017,Ron Torbert,2,22,0,0,2,22,0,0,1,0,1,0,2,1,7,2017
Dallas,San Francisco,2149,10/22/2017,Ron Torbert,5,36,2,20,2,10,1,6,0,0,0,0,0,1,7,2017
Denver,LA Chargers,2150,10/22/2017,John Hussey,10,68,5,35,5,33,0,0,2,2,0,0,1,0,7,2017
LA Chargers,Denver,2150,10/22/2017,John Hussey,9,81,6,51,1,15,2,15,5,4,0,1,0,0,7,2017
Seattle,N.Y. Giants,2151,10/22/2017,Tony Corrente,15,110,7,58,7,47,1,5,5,3,2,0,1,0,7,2017
N.Y. Giants,Seattle,2151,10/22/2017,Tony Corrente,7,28,3,10,3,14,1,4,3,2,0,1,0,0,7,2017
Atlanta,New England,2152,10/22/2017,Gene Steratore,6,40,0,0,5,35,1,5,3,0,2,1,0,1,7,2017
New England,Atlanta,2152,10/22/2017,Gene Steratore,8,65,7,55,0,0,1,10,3,3,0,0,1,1,7,2017
Philadelphia,Washington,2153,10/23/2017,Ed Hochuli,9,55,6,36,2,14,1,5,2,2,0,0,1,0,7,2017
Washington,Philadelphia,2153,10/23/2017,Ed Hochuli,5,55,0,0,4,45,1,10,0,0,0,0,1,0,7,2017
Miami,Baltimore,2154,10/26/2017,John Parry,7,43,2,10,4,28,1,5,4,2,1,1,4,0,8,2017
Baltimore,Miami,2154,10/26/2017,John Parry,5,40,2,10,1,15,2,15,3,2,0,1,1,0,8,2017
Minnesota,Cleveland,2155,10/29/2017,Jeff Triplette,5,58,2,23,2,20,1,15,0,0,0,0,1,0,8,2017
Cleveland,Minnesota,2155,10/29/2017,Jeff Triplette,5,74,0,0,5,74,0,0,0,0,0,0,2,0,8,2017
