Team,Team_ID,Name,Pos,Count,Yards,Declined,Offsetting,Pre-Snap,Penalties,Week,Year
Denver,10,S.Harris,DE,1,15,0,0,0,Roughing the Passer (1),15,2019
Cincinnati,7,C.Carter,TE,1,5,0,0,1,False Start (1),15,2019
Baltimore,3,A.Levine,DB,1,10,0,0,0,Offensive Holding (1),15,2019
Tampa Bay,33,R.Jensen,OL,1,10,0,0,0,Offensive Holding (1),15,2019
Tennessee,34,D.Lewis,RB,0,0,1,0,0,Offensive Holding (1),15,2019
New Orleans,25,T.Smith,WR,1,10,0,0,0,Offensive Pass Interference (1),15,2019
LA Rams,18,J.Reynolds,WR,1,5,0,0,1,Illegal Shift (1),15,2019
San Francisco,30,D.Reed,FS,1,5,0,0,0,Defensive Holding (1),15,2019
Denver,10,I.Yiadom,CB,1,22,0,0,0,Defensive Pass Interference (1),15,2019
Jacksonville,15,T.Herndon,DB,1,5,0,0,0,Illegal Contact (1),15,2019
Miami,20,D.Kilgore,C,0,0,1,0,0,Offensive Holding (1),15,2019
Philadelphia,27,D.Goedert,TE,1,10,0,0,0,Illegal Block Above the Waist (1),15,2019
Chicago,6,K.Toliver,DB,1,10,0,0,0,Offensive Holding (1),15,2019
Jacksonville,15,R.Harrison,SS,1,33,0,0,0,Defensive Pass Interference (1),15,2019
Seattle,31,D.Fluker,G,1,10,0,0,0,Offensive Holding (1),15,2019
Miami,20,A.Wilson,WR,1,5,0,0,1,False Start (1),15,2019
Denver,10,J.Jones,LB,1,5,0,0,0,Ineligible Downfield Kick (1),15,2019
Atlanta,2,R.Gage,WR,1,10,0,0,0,Illegal Block Above the Waist (1),15,2019
LA Chargers,17,T.Scott,T,1,5,0,0,1,False Start (1),15,2019
Oakland,26,B.Parker,OL,1,5,0,0,1,Illegal Formation (1),15,2019
N.Y. Giants,22,A.Ogletree,OLB,1,5,0,0,0,Defensive Holding (1),15,2019
Cleveland,8,D.Randall,FS,1,21,0,0,0,Defensive Pass Interference (1),15,2019
Buffalo,4,S.Neal,DB,1,10,0,0,0,Offensive Holding (1),15,2019
Minnesota,21,B.O'Neill,OL,1,5,0,0,1,False Start (1),15,2019
Arizona,1,E.Turner,LB,1,10,0,0,0,Offensive Holding (1),15,2019
Buffalo,4,J.Phillips,DL,1,5,0,0,1,Defensive Offside (1),15,2019
N.Y. Jets,23,J.Harrison,C,1,15,0,0,0,Illegal Blindside Block (1),15,2019
New Orleans,25,E.Apple,CB,1,5,0,0,0,Defensive Holding (1),15,2019
Cleveland,8,G.Robinson,T,1,10,0,0,0,Offensive Holding (1),15,2019
N.Y. Giants,22,W.Hernandez,G,1,10,0,0,0,Offensive Holding (1),15,2019
San Francisco,30,M.McGlinchey,OL,1,5,0,0,1,False Start (1),15,2019
Tennessee,34,C.Davis,WR,1,5,0,0,1,False Start (1),15,2019
Indianapolis,14,M.Glowinski,G,1,4,0,0,1,False Start (1),15,2019
N.Y. Jets,23,F.Fatukasi,DT,1,0,0,0,1,Encroachment (1),15,2019
Kansas City,16,C.Ward,CB,1,5,0,0,0,Defensive Holding (1),15,2019
Miami,20,J.Perry,DB,0,0,1,0,0,Defensive Holding (1),15,2019
Carolina,5,G.McCoy,DT,1,5,0,0,1,Defensive Offside (1),15,2019
Philadelphia,27,J.Arcega-Whiteside,WR,1,10,0,0,0,Offensive Holding (1),15,2019
Houston,13,L.Tunsil,OL,0,0,1,0,0,Offensive Holding (1),15,2019
Carolina,5,R.Cockrell,DB,1,10,0,0,0,Illegal Block Above the Waist (1),15,2019
Arizona,1,C.Marsh,LB,0,0,1,0,1,Defensive Offside (1),15,2019
Detroit,11,T.Crosby,OL,1,5,0,0,1,False Start (1),15,2019
N.Y. Giants,22,D.Baker,DB,1,7,0,0,0,Defensive Pass Interference (1),15,2019
Kansas City,16,B.Pringle,WR,1,15,0,0,0,Face Mask (15 Yards) (1),15,2019
Buffalo,4,K.Johnson,CB,1,10,0,0,0,Face Mask (15 Yards) (1),15,2019
Oakland,26,C.Riley,FS,1,5,0,0,1,Defensive Offside (1),15,2019
Houston,13,B.Roby,CB,1,5,0,0,0,Illegal Contact (1),15,2019
LA Rams,18,D.Williams,CB,0,0,0,1,0,Defensive Pass Interference (1),15,2019
Miami,20,J.Webb,T,1,1,0,0,1,False Start (1),15,2019
Kansas City,16,M.Hardman,WR,0,0,0,1,1,Illegal Shift (1),15,2019
Tampa Bay,33,S.Murphy-Bunting,DB,0,0,1,0,0,Defensive Pass Interference (1),15,2019
Pittsburgh,28,S.Nelson,CB,0,0,1,0,0,Defensive Pass Interference (1),15,2019
Arizona,1,Z.Kerr,DE,1,5,0,0,1,Defensive Offside (1),15,2019
Cincinnati,7,J.Miller,G,1,5,0,0,0,Ineligible Downfield Pass (1),15,2019
Minnesota,21,T.Conklin,TE,1,11,0,0,0,Offensive Holding (1),15,2019
Tennessee,34,N.Davis,OL,1,5,0,0,1,False Start (1),15,2019
Washington,35,W.Martin,OL,0,0,1,0,0,Offensive Holding (1),15,2019
Denver,10,E.Wilkinson,T,1,5,0,0,1,False Start (1),15,2019
Dallas,9,R.Quinn,DE,1,5,0,0,0,Defensive Holding (1),15,2019
Kansas City,16,B.Breeland,CB,1,5,0,0,0,Defensive Holding (1),15,2019
Indianapolis,14,R.Ya-Sin,CB,1,5,0,0,0,Defensive Holding (1),15,2019
Arizona,1,B.Murphy,DB,1,9,0,0,0,Defensive Pass Interference (1),15,2019
Denver,10,J.Attaochu,LB,1,5,0,0,1,Defensive Offside (1),15,2019
Jacksonville,15,J.Allen,LB,1,5,0,0,1,Neutral Zone Infraction (1),15,2019
Oakland,26,T.Mullen,CB,1,21,0,0,0,Defensive Pass Interference (1),15,2019
Cleveland,8,A.Taylor,OLB,1,5,0,0,1,Defensive Offside (1),15,2019
San Francisco,30,E.Sanders,WR,1,5,0,0,1,False Start (1),15,2019
Buffalo,4,Q.Spain,G,0,0,1,0,0,Offensive Holding (1),15,2019
Chicago,6,C.Patterson,WR,1,15,0,0,0,Kick Catch Interference (1),15,2019
Arizona,1,J.Thompson,DB,0,0,1,0,1,Defensive Offside (1),15,2019
Indianapolis,14,J.Williams,RB,1,10,0,0,0,Offensive Holding (1),15,2019
Jacksonville,15,C.Conley,WR,1,10,0,0,0,Illegal Block Above the Waist (1),15,2019
Oakland,26,D.Jordan,DE,1,9,0,0,0,Roughing the Passer (1),15,2019
New England,24,T.Brooks,SS,1,5,0,0,0,Illegal Contact (1),15,2019
Indianapolis,14,J.Wilkins,RB,1,10,0,0,0,Offensive Holding (1),15,2019
Baltimore,3,P.Mekari,OL,1,5,0,0,1,False Start (1),15,2019
N.Y. Jets,23,N.Hewitt,LB,1,43,0,0,0,Defensive Pass Interference (1),15,2019
Pittsburgh,28,D.Hodges,QB,1,5,0,0,1,Illegal Motion (1),15,2019
Washington,35,D.Payne,DL,1,15,0,0,0,Roughing the Passer (1),15,2019
Kansas City,16,D.Thompson,RB,1,15,0,0,0,Illegal Blindside Block (1),15,2019
Kansas City,16,A.Watts,DB,1,5,0,0,1,Neutral Zone Infraction (1),15,2019
N.Y. Jets,23,B.Jackson,DB,1,15,0,0,0,Face Mask (15 Yards) (1),15,2019
Tennessee,34,J.Kalu,DB,0,0,1,0,1,Defensive Offside (1),15,2019
New England,24,J.Simon,DE,1,5,0,0,0,Defensive Holding (1),15,2019
Cincinnati,7,A.Billings,DT,0,0,1,0,0,Illegal Blindside Block (1),15,2019
New England,24,N.Harry,WR,0,0,1,0,0,Offensive Pass Interference (1),15,2019
Seattle,31,T.Swoopes,TE,0,0,1,0,0,Offensive Holding (1),15,2019
Miami,20,N.Brooks,DB,1,24,0,0,0,Defensive Pass Interference (1),15,2019
Miami,20,A.Van Ginkel,LB,1,5,0,0,0,Illegal Use of Hands (1),15,2019
Miami,20,T.Harris,LB,1,2,0,0,0,Offensive Holding (1),15,2019
Miami,20,M.Gaskin,RB,0,0,1,0,0,Offensive Holding (1),15,2019
Philadelphia,27,G.Avery,LB,1,5,0,0,1,Neutral Zone Infraction (1),15,2019
Washington,35,A.Colvin,CB,0,0,1,0,0,Defensive Holding (1),15,2019
Cleveland,8,P.Gustin,DE,1,9,0,0,0,Offensive Holding (1),15,2019
Jacksonville,15,A.Spence,DT,1,5,0,0,0,Defensive Holding (1),15,2019
Jacksonville,15,P.Nickerson,DB,1,5,0,0,0,Running Into the Kicker (1),15,2019
Buffalo,4,V.Taylor,DT,1,5,0,0,1,Encroachment (1),15,2019
Atlanta,2,J.Carter,SS,1,8,0,0,0,Illegal Block Above the Waist (1),15,2019
Atlanta,2,Q.Ollison,RB,1,5,0,0,1,Illegal Formation (1),15,2019
San Francisco,30,T.Coleman,RB,0,0,1,0,0,Offensive Holding (1),15,2019
Indianapolis,14,M.Johnson,WR,1,10,0,0,0,Illegal Block Above the Waist (1),15,2019
New Orleans,25,N.Easton,G,0,0,1,0,0,Offensive Holding (1),15,2019
New Orleans,25,S.Hampton,FS,1,15,0,0,0,Defensive Pass Interference (1),15,2019
Baltimore,3,J.Smith,CB,3,20,0,0,0,"Defensive Pass Interference (1), Face Mask (15 Yards) (1), Illegal Contact (1)",16,2019
Cleveland,8,S.Richardson,DT,3,22,0,0,1,"Roughing the Passer (1), Defensive Offside (1), Unsportsmanlike Conduct (1)",16,2019
New Orleans,25,J.Hill,TE,2,15,0,0,1,"False Start (1), Offensive Holding (1)",16,2019
Kansas City,16,M.Schwartz,T,1,10,1,0,0,"Offensive Holding (1), Illegal Block Above the Waist (1)",16,2019
Atlanta,2,A.Mack,C,2,15,0,0,1,"False Start (1), Offensive Holding (1)",16,2019
Kansas City,16,C.Jones,DL,2,20,0,0,1,"Roughing the Passer (1), Neutral Zone Infraction (1)",16,2019
Philadelphia,27,J.Peters,T,2,15,0,0,1,"False Start (1), Illegal Block Above the Waist (1)",16,2019
Atlanta,2,W.Schweitzer,G,2,15,0,0,1,"False Start (1), Offensive Holding (1)",16,2019
Cincinnati,7,C.Lawson,DE,1,15,1,0,0,"Roughing the Passer (1), Illegal Use of Hands (1)",16,2019
Arizona,1,E.Turner,LB,2,25,0,0,0,"Offensive Holding (1), Illegal Blindside Block (1)",16,2019
Buffalo,4,J.Phillips,DL,2,16,0,0,1,"Unsportsmanlike Conduct (1), Encroachment (1)",16,2019
Cincinnati,7,B.Price,C,2,10,0,0,2,False Start (2),16,2019
Cleveland,8,G.Robinson,T,2,15,0,0,1,"False Start (1), Offensive Holding (1)",16,2019
Kansas City,16,F.Clark,DL,1,5,1,0,2,"Defensive Offside (1), Neutral Zone Infraction (1)",16,2019
Miami,20,E.Rowe,DB,2,10,0,0,1,"Defensive Holding (1), Neutral Zone Infraction (1)",16,2019
Denver,10,E.Wilkinson,T,2,20,0,0,0,Offensive Holding (2),16,2019
Oakland,26,N.Lawson,CB,2,22,0,0,0,"Defensive Pass Interference (1), Illegal Use of Hands (1)",16,2019
LA Chargers,17,T.Pipkins,OL,1,10,1,0,0,"Offensive Holding (1), Illegal Use of Hands (1)",16,2019
N.Y. Jets,23,A.Maulet,CB,2,20,0,0,0,"Illegal Contact (1), Horse Collar Tackle (1)",16,2019
Jacksonville,15,A.Spence,DT,2,10,0,0,2,"Encroachment (1), Neutral Zone Infraction (1)",16,2019
New Orleans,25,N.Easton,G,2,10,0,0,2,False Start (2),16,2019
Cincinnati,7,F.Johnson,T,2,10,0,0,2,False Start (2),16,2019
Seattle,31,M.Blair,DB,2,9,0,0,2,False Start (2),16,2019
Seattle,31,A.Lucas,T,1,6,0,0,1,Delay of Game (1),16,2019
Philadelphia,27,J.Kelce,OL,1,10,0,0,0,Offensive Holding (1),16,2019
Denver,10,V.Miller,LB,1,5,0,0,0,Illegal Use of Hands (1),16,2019
Carolina,5,D.Williams,T,1,5,0,0,1,False Start (1),16,2019
New England,24,B.Watson,TE,1,10,0,0,0,Offensive Pass Interference (1),16,2019
New England,24,J.Edelman,WR,1,10,0,0,0,Offensive Pass Interference (1),16,2019
Detroit,11,D.Slay,CB,1,13,0,0,0,Defensive Pass Interference (1),16,2019
Pittsburgh,28,D.DeCastro,G,1,5,0,0,1,False Start (1),16,2019
New Orleans,25,T.Armstead,T,1,10,0,0,0,Offensive Holding (1),16,2019
Tennessee,34,T.Lewan,OL,1,5,0,0,0,Ineligible Downfield Pass (1),16,2019
Oakland,26,G.Jackson,G,1,10,0,0,0,Offensive Holding (1),16,2019
Oakland,26,B.Mayowa,DE,1,5,0,0,1,Defensive Offside (1),16,2019
New England,24,B.Bolden,RB,1,10,0,0,0,Illegal Block Above the Waist (1),16,2019
Seattle,31,L.Willson,TE,1,10,0,0,0,Offensive Holding (1),16,2019
LA Rams,18,A.Donald,DL,1,3,0,0,0,Offensive Holding (1),16,2019
Dallas,9,J.Heath,SS,1,15,0,0,0,Unnecessary Roughness (1),16,2019
Tampa Bay,33,A.Marpet,G,1,10,0,0,0,Offensive Holding (1),16,2019
Atlanta,2,J.Hardy,WR,1,8,0,0,0,Illegal Double-Team Block (1),16,2019
LA Chargers,17,M.Gordon,RB,1,5,0,0,1,False Start (1),16,2019
Cincinnati,7,C.Uzomah,TE,1,5,0,0,1,False Start (1),16,2019
Carolina,5,T.Boston,DB,1,1,0,0,0,Horse Collar Tackle (1),16,2019
Tennessee,34,B.Jones,OL,1,10,0,0,0,Offensive Holding (1),16,2019
Seattle,31,G.Ifedi,T,1,5,0,0,1,False Start (1),16,2019
Kansas City,16,D.Robinson,WR,1,5,0,0,1,False Start (1),16,2019
Baltimore,3,M.Judon,LB,1,6,0,0,1,Encroachment (1),16,2019
Washington,35,M.Ioannidis,DT,1,15,0,0,0,Unnecessary Roughness (1),16,2019
LA Rams,18,J.Goff,QB,1,10,0,0,0,Intentional Grounding (1),16,2019
Washington,35,R.Anderson,DE,1,5,0,0,0,Illegal Use of Hands (1),16,2019
Detroit,11,S.Longa,LB,1,15,0,0,0,Unnecessary Roughness (1),16,2019
Denver,10,G.Bolles,OL,1,10,0,0,0,Offensive Holding (1),16,2019
Minnesota,21,R.Reiff,T,1,10,0,0,0,Offensive Holding (1),16,2019
Tennessee,34,L.Ryan,CB,1,17,0,0,0,Defensive Pass Interference (1),16,2019
Jacksonville,15,C.Robinson,OL,1,1,0,0,1,False Start (1),16,2019
Buffalo,4,T.White,DB,1,10,0,0,0,Defensive Pass Interference (1),16,2019
Chicago,6,R.Robertson-Harris,DT,1,15,0,0,0,Roughing the Passer (1),16,2019
Philadelphia,27,D.Barnett,DL,0,0,0,1,0,Defensive Holding (1),16,2019
Tennessee,34,J.Brown,LB,1,11,0,0,0,Defensive Pass Interference (1),16,2019
Detroit,11,J.Reeves-Maybin,LB,1,15,0,0,0,Unnecessary Roughness (1),16,2019
Minnesota,21,P.Elflein,G,1,5,0,0,1,False Start (1),16,2019
Cleveland,8,J.Tretter,C,1,10,0,0,0,Offensive Holding (1),16,2019
Jacksonville,15,C.Campbell,DE,1,5,0,0,1,Neutral Zone Infraction (1),16,2019
Houston,13,N.Martin,C,1,10,0,0,0,Illegal Use of Hands (1),16,2019
New Orleans,25,M.Lattimore,DB,1,5,0,0,0,Defensive Holding (1),16,2019
New Orleans,25,A.Klein,OLB,0,0,1,0,0,Defensive Holding (1),16,2019
New Orleans,25,D.Onyemata,DL,1,5,0,0,0,Illegal Use of Hands (1),16,2019
Carolina,5,V.Butler,DT,1,15,0,0,0,Disqualification (1),16,2019
Chicago,6,N.Kwiatkoski,ILB,1,5,0,0,0,Illegal Use of Hands (1),16,2019
Buffalo,4,R.Ferguson,LS,1,5,0,0,1,False Start (1),16,2019
Atlanta,2,F.Oluokun,LB,1,5,0,0,0,Defensive Holding (1),16,2019
Jacksonville,15,A.Norwell,OL,0,0,1,0,0,Offensive Holding (1),16,2019
Carolina,5,D.Jackson,DB,0,0,0,1,1,Illegal Formation (1),16,2019
Pittsburgh,28,J.Dangerfield,SS,1,10,0,0,0,Offensive Holding (1),16,2019
Tampa Bay,33,C.Davis,DB,1,5,0,0,0,Defensive Holding (1),16,2019
San Francisco,30,D.Reed,FS,1,15,0,0,0,Fair Catch Interference (1),16,2019
Detroit,11,T.Walker,DB,1,5,0,0,0,Illegal Use of Hands (1),16,2019
Baltimore,3,M.Andrews,TE,1,10,0,0,0,Offensive Pass Interference (1),16,2019
Jacksonville,15,T.Herndon,DB,0,0,1,0,0,Defensive Holding (1),16,2019
Indianapolis,14,G.Odum,DB,0,0,0,1,0,Offensive Holding (1),16,2019
Cincinnati,7,T.McRae,CB,1,10,0,0,0,Offensive Holding (1),16,2019
Washington,35,S.Hamilton,LB,1,15,0,0,0,Unnecessary Roughness (1),16,2019
Houston,13,Z.Fulton,G,0,0,1,0,0,Offensive Holding (1),16,2019
Carolina,5,E.Reid,SS,1,5,0,0,1,Defensive Offside (1),16,2019
N.Y. Jets,23,T.Basham,LB,1,10,0,0,0,Offensive Holding (1),16,2019
N.Y. Giants,22,M.Thomas,DB,1,10,0,0,0,Offensive Holding (1),16,2019
Chicago,6,A.Lynch,OLB,1,5,0,0,1,Neutral Zone Infraction (1),16,2019
Kansas City,16,D.Nnadi,DL,1,5,0,0,1,Neutral Zone Infraction (1),16,2019
Dallas,9,B.Jarwin,TE,1,5,0,0,1,False Start (1),16,2019
San Francisco,30,M.Harris,LB,1,6,0,0,0,Unnecessary Roughness (1),16,2019
Cincinnati,7,N.Vigil,OLB,1,15,0,0,0,Roughing the Passer (1),16,2019
Green Bay,12,D.Vitale,FB,1,10,0,0,0,Offensive Holding (1),16,2019
Atlanta,2,I.Oliver,DB,1,13,0,0,0,Defensive Pass Interference (1),16,2019
Kansas City,16,C.Ward,CB,1,5,0,0,0,Defensive Holding (1),16,2019
Chicago,6,C.Leno,T,1,10,0,0,0,Offensive Holding (1),16,2019
New Orleans,25,D.Washington,RB,1,10,0,0,0,Offensive Holding (1),16,2019
Jacksonville,15,J.Taylor,OL,1,10,0,0,0,Offensive Holding (1),16,2019
Kansas City,16,A.Reiter,OL,1,10,0,0,0,Offensive Holding (1),16,2019
Carolina,5,G.McCoy,DT,1,15,0,0,0,Roughing the Passer (1),16,2019
Cleveland,8,O.Beckham,WR,1,15,0,0,0,Taunting (1),16,2019
Buffalo,4,M.Morse,OL,0,0,1,0,0,Offensive Holding (1),16,2019
Washington,35,D.Penn,T,1,1,0,0,1,False Start (1),16,2019
Washington,35,E.Flowers,T,1,10,0,0,0,Offensive Holding (1),16,2019
Cincinnati,7,G.Pratt,LB,1,5,0,0,1,Neutral Zone Infraction (1),16,2019
Seattle,31,U.Amadi,DB,1,10,0,0,0,Illegal Block Above the Waist (1),16,2019
Detroit,11,D.Virgin,CB,1,10,0,0,0,Illegal Block Above the Waist (1),16,2019
Houston,13,L.Tunsil,OL,0,0,1,0,0,Offensive Holding (1),16,2019
Tampa Bay,33,J.Dean,DB,1,5,0,0,0,Defensive Holding (1),16,2019
Carolina,5,R.Cockrell,DB,1,5,0,0,0,Illegal Contact (1),16,2019
Tampa Bay,33,S.Barrett,LB,1,5,0,0,1,Neutral Zone Infraction (1),16,2019
Arizona,1,J.Murray,OL,1,2,0,0,1,False Start (1),16,2019
Minnesota,21,G.Bradbury,OL,1,15,0,0,0,Illegal Blindside Block (1),16,2019
Buffalo,4,C.Ford,OL,0,0,1,0,0,Illegal Use of Hands (1),16,2019
N.Y. Giants,22,D.Baker,DB,1,16,0,0,0,Defensive Pass Interference (1),16,2019
New Orleans,25,J.Cook,TE,0,0,1,0,0,Offensive Holding (1),16,2019
New Orleans,25,W.Clapp,C,1,10,0,0,0,Offensive Holding (1),16,2019
Atlanta,2,K.Sheffield,DB,1,5,0,0,0,Defensive Holding (1),16,2019
Pittsburgh,28,M.Fitzpatrick,DB,1,14,0,0,0,Defensive Pass Interference (1),16,2019
Tennessee,34,R.Saffold,G,0,0,1,0,0,Illegal Block Above the Waist (1),16,2019
Tennessee,34,N.Davis,OL,1,5,0,0,1,False Start (1),16,2019
Chicago,6,K.Pierre-Louis,LB,1,5,0,0,0,Running Into the Kicker (1),16,2019
Jacksonville,15,A.Wingard,DB,1,10,0,0,0,Illegal Block Above the Waist (1),16,2019
Denver,10,F.Brown,WR,0,0,1,0,1,Defensive Offside (1),16,2019
Dallas,9,R.Quinn,DE,0,0,1,0,1,Defensive Offside (1),16,2019
Kansas City,16,B.Breeland,CB,1,11,0,0,0,Defensive Pass Interference (1),16,2019
Houston,13,C.Omenihu,DE,1,15,0,0,0,Illegal Blindside Block (1),16,2019
Denver,10,M.Reed,LB,1,10,0,0,0,Illegal Block Above the Waist (1),16,2019
Miami,20,M.Deiter,OL,1,10,0,0,0,Offensive Holding (1),16,2019
Baltimore,3,L.Fort,LB,1,9,0,0,0,Offensive Holding (1),16,2019
Denver,10,M.Purcell,DL,1,5,0,0,0,Defensive Holding (1),16,2019
Oakland,26,K.Nixon,CB,1,10,0,0,0,Defensive Pass Interference (1),16,2019
Dallas,9,J.March,LB,0,0,0,1,1,Illegal Formation (1),16,2019
LA Rams,18,E.Weddle,FS,1,9,0,0,0,Unnecessary Roughness (1),16,2019
LA Rams,18,A.Corbett,OL,1,5,0,0,1,False Start (1),16,2019
Atlanta,2,J.Graham,TE,1,3,0,0,0,Offensive Holding (1),16,2019
Buffalo,4,D.Singletary,RB,1,5,0,0,1,False Start (1),16,2019
Baltimore,3,P.Mekari,OL,0,0,1,0,0,Offensive Holding (1),16,2019
Miami,20,S.Calhoun,G,0,0,1,0,0,Ineligible Downfield Pass (1),16,2019
Tampa Bay,33,N.Dawkins,LB,1,10,0,0,0,Offensive Holding (1),16,2019
Tampa Bay,33,I.Hyman,WR,1,10,0,0,0,Offensive Holding (1),16,2019
Buffalo,4,L.Wallace,CB,1,5,0,0,0,Illegal Contact (1),16,2019
LA Rams,18,C.Brewer,OL,1,5,0,0,1,False Start (1),16,2019
San Francisco,30,D.Brunskill,OL,1,5,0,0,1,False Start (1),16,2019
Baltimore,3,M.Peters,DB,1,5,0,0,0,Defensive Holding (1),16,2019
Pittsburgh,28,I.Buggs,DE,0,0,1,0,1,Defensive Offside (1),16,2019
Pittsburgh,28,B.Snell,RB,1,5,0,0,1,Neutral Zone Infraction (1),16,2019
Tennessee,34,K.Blasingame,FB,1,8,0,0,0,Offensive Holding (1),16,2019
New Orleans,25,J.Jenkins,CB,0,0,1,0,0,Defensive Holding (1),16,2019
Washington,35,D.Johnson,DB,1,5,0,0,0,Defensive Holding (1),16,2019
N.Y. Giants,22,K.Smith,TE,1,5,0,0,1,False Start (1),16,2019
Washington,35,C.Keenum,QB,0,0,1,0,0,Illegal Forward Pass (1),16,2019
N.Y. Giants,22,J.Halapio,C,0,0,1,0,0,Offensive Holding (1),16,2019
N.Y. Giants,22,C.Ballentine,CB,1,2,0,0,0,Defensive Pass Interference (1),16,2019
Miami,20,M.Hollins,WR,1,10,0,0,0,Illegal Block Above the Waist (1),16,2019
Miami,20,T.Hayes,CB,1,12,0,0,0,Defensive Pass Interference (1),16,2019
Cincinnati,7,G.Mabin,CB,1,7,0,0,0,Defensive Pass Interference (1),16,2019
Miami,20,J.Davis,OL,0,0,1,0,0,Offensive Holding (1),16,2019
Miami,20,Z.Sieler,DL,1,5,0,0,1,Neutral Zone Infraction (1),16,2019
Detroit,11,O.Aboushi,G,1,5,0,0,1,False Start (1),16,2019
Detroit,11,J.Atkins,DT,1,5,0,0,0,Defensive Holding (1),16,2019
Arizona,1,C.Reid,DT,1,5,0,0,1,Neutral Zone Infraction (1),16,2019
Seattle,31,B.Mone,DL,1,15,0,0,0,Roughing the Passer (1),16,2019
Arizona,1,C.Jones,DB,1,15,0,0,0,Unnecessary Roughness (1),16,2019
Chicago,6,B.Urban,DT,0,0,1,0,0,Illegal Use of Hands (1),16,2019
Green Bay,12,I.Campbell,DB,1,10,0,0,0,Offensive Holding (1),16,2019
Green Bay,12,C.Sullivan,CB,0,0,1,0,1,Illegal Formation (1),16,2019
Pittsburgh,28,T.Watt,LB,3,25,0,0,2,"Neutral Zone Infraction (2), Roughing the Passer (1)",17,2019
Philadelphia,27,R.Douglas,CB,2,20,1,0,0,"Defensive Pass Interference (1), Roughing the Passer (1), Defensive Holding (1)",17,2019
Arizona,1,B.Murphy,DB,2,10,1,0,1,"Defensive Holding (2), Neutral Zone Infraction (1)",17,2019
New England,24,B.Watson,TE,2,15,0,0,1,"False Start (1), Offensive Pass Interference (1)",17,2019
Tampa Bay,33,J.Winston,QB,2,15,0,0,0,"Intentional Grounding (1), Illegal Forward Pass (1)",17,2019
Carolina,5,J.Bradberry,CB,2,29,0,0,0,Defensive Pass Interference (2),17,2019
Dallas,9,E.Elliott,RB,2,15,0,0,1,"False Start (1), Offensive Holding (1)",17,2019
LA Rams,18,A.Whitworth,OL,2,20,0,0,0,Offensive Holding (2),17,2019
LA Rams,18,C.Kupp,WR,2,15,0,0,1,"False Start (1), Offensive Holding (1)",17,2019
Baltimore,3,M.Humphrey,DB,1,5,1,0,1,"Defensive Offside (1), Defensive Holding (1)",17,2019
Houston,13,B.Scarlett,LB,2,20,0,0,1,"Defensive Offside (1), Horse Collar Tackle (1)",17,2019
LA Chargers,17,D.Feeney,G,2,10,0,0,2,False Start (2),17,2019
Green Bay,12,J.Alexander,DB,2,37,0,0,0,"Unnecessary Roughness (1), Defensive Pass Interference (1)",17,2019
Atlanta,2,I.Oliver,DB,2,38,0,0,1,"Defensive Pass Interference (1), Defensive Offside (1)",17,2019
Tennessee,34,D.Henry,RB,2,15,0,0,1,"False Start (1), Offensive Holding (1)",17,2019
Denver,10,N.Fant,TE,1,8,1,0,0,Offensive Holding (2),17,2019
Tampa Bay,33,S.Barrett,LB,2,10,0,0,2,"Defensive Offside (1), Neutral Zone Infraction (1)",17,2019
Detroit,11,T.Crosby,OL,2,20,0,0,0,Offensive Holding (2),17,2019
LA Rams,18,C.Matthews,OLB,2,20,0,0,1,"Roughing the Passer (1), Neutral Zone Infraction (1)",17,2019
Pittsburgh,28,D.Hodges,QB,2,17,0,0,0,Intentional Grounding (2),17,2019
Minnesota,21,O.Udoh,OL,2,25,0,0,0,"Unnecessary Roughness (1), Offensive Holding (1)",17,2019
Denver,10,J.Rodgers,T,1,10,1,0,0,"Illegal Block Above the Waist (1), Ineligible Downfield Pass (1)",17,2019
Oakland,26,J.Mauro,DE,2,30,0,0,0,Unnecessary Roughness (2),17,2019
Seattle,31,A.Lucas,T,1,4,0,0,1,Delay of Game (1),17,2019
Green Bay,12,B.Bulaga,T,1,5,0,0,1,False Start (1),17,2019
Atlanta,2,M.Ryan,QB,1,5,0,0,0,Illegal Forward Pass (1),17,2019
Cincinnati,7,G.Atkins,DT,1,5,0,0,0,Defensive Holding (1),17,2019
Minnesota,21,A.Sendejo,SS,1,15,0,0,0,Unsportsmanlike Conduct (1),17,2019
Pittsburgh,28,C.Heyward,DL,1,5,0,0,1,Neutral Zone Infraction (1),17,2019
Kansas City,16,E.Fisher,T,1,10,0,0,0,Illegal Use of Hands (1),17,2019
Tampa Bay,33,W.Gholston,DL,1,5,0,0,1,False Start (1),17,2019
Oakland,26,D.Carr,QB,1,10,0,0,0,Intentional Grounding (1),17,2019
Tennessee,34,W.Woodyard,ILB,1,5,0,0,1,False Start (1),17,2019
Green Bay,12,D.Adams,WR,1,10,0,0,0,Offensive Pass Interference (1),17,2019
Tampa Bay,33,D.Smith,OL,1,10,0,0,0,Offensive Holding (1),17,2019
Dallas,9,L.Collins,T,1,10,0,0,0,Offensive Holding (1),17,2019
Carolina,5,T.Boston,DB,1,10,0,0,0,Unnecessary Roughness (1),17,2019
New Orleans,25,P.Williams,DB,1,15,0,0,0,Lowering the Head to Initiate Contact (1),17,2019
Jacksonville,15,Y.Ngakoue,DE,1,5,0,0,1,Neutral Zone Infraction (1),17,2019
LA Chargers,17,H.Henry,TE,1,5,0,0,1,False Start (1),17,2019
